row_id,data_type,system,subsystem,item_id,name,rarity,level,star,awakening,cost,currency,quantity,limit,unlock_condition,effect_type,effect_value,effect_unit,damage_bucket,debuff_type,applies_to,consumed_by,source_kind,confidence,extraction_method,damage_relevance,long_term_value,recommended_disposition,ignore_for_dps,needs_review,notes,source_file,page_or_image,section,original_source_file,metadata
src_8e39f069b1fb0525,item_value,resources,keys,keys_normal_pet_key,Approximate gem value: Normal Pet Key,,,,,,,,,,gem_equivalent,40,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
fact_08e1a78cb15c7734a753088e,raw_evidence,resources,,,5 oo wane,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.png,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.png,"{""legacy_fact_id"": ""fact_08e1a78cb15c7734a753088e"", ""normalized_value"": {""numbers"": [5.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_13c44e5bff002d52dbe1bb39,raw_evidence,resources,,,WE zaman 620 nso a,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18.webp,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18.webp,"{""legacy_fact_id"": ""fact_13c44e5bff002d52dbe1bb39"", ""normalized_value"": {""numbers"": [620.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_17aab65cdff57ec81cfc5bc5,raw_evidence,resources,,,B omerremna.cr20.40 mee,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.png,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.png,"{""legacy_fact_id"": ""fact_17aab65cdff57ec81cfc5bc5"", ""normalized_value"": {""numbers"": [0.4], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_1c2616e2df60cb4036baaf6b,raw_evidence,resources,,,errno 609 Pe,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_Of_Oil_2024-11-03_result.png,1,Legacy OCR evidence,Sources_Of_Oil_2024-11-03_result.png,"{""legacy_fact_id"": ""fact_1c2616e2df60cb4036baaf6b"", ""normalized_value"": {""numbers"": [609.0], ""percentages"": []}, ""source_image_hash"": ""f223cc39a96466baf2bb075b2cb904762db86fedb30cdeb28aa55be83f00d859""}"
fact_2a7f4c6839c9fe24aacb494d,raw_evidence,resources,,,B omerremna.cr20.40 mee,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.tif,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.tif,"{""legacy_fact_id"": ""fact_2a7f4c6839c9fe24aacb494d"", ""normalized_value"": {""numbers"": [0.4], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_4149f27a32b65944bb34e637,raw_evidence,resources,,,9] © Pras oom,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.png,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.png,"{""legacy_fact_id"": ""fact_4149f27a32b65944bb34e637"", ""normalized_value"": {""numbers"": [9.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_59bdb70047cb78706496459b,raw_evidence,resources,,,5| orm oe,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.tif,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.tif,"{""legacy_fact_id"": ""fact_59bdb70047cb78706496459b"", ""normalized_value"": {""numbers"": [5.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_64af9cc194726064fbda6370,raw_evidence,resources,,,= aunt wry) 1/055,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18.webp,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18.webp,"{""legacy_fact_id"": ""fact_64af9cc194726064fbda6370"", ""normalized_value"": {""numbers"": [1.0, 55.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_70ac4a4eb060e9057c4f5277,raw_evidence,resources,,,BS cme aero 750 we,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18.webp,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18.webp,"{""legacy_fact_id"": ""fact_70ac4a4eb060e9057c4f5277"", ""normalized_value"": {""numbers"": [750.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_710e7a80e99b8ee3e613df26,raw_evidence,resources,,,FEE cara tpn) suo 7 Ey,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18.webp,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18.webp,"{""legacy_fact_id"": ""fact_710e7a80e99b8ee3e613df26"", ""normalized_value"": {""numbers"": [7.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_72a70ad25283c2a996969e5e,raw_evidence,resources,,,5 oo wane,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.tif,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.tif,"{""legacy_fact_id"": ""fact_72a70ad25283c2a996969e5e"", ""normalized_value"": {""numbers"": [5.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_7f1d5c72c3f3a783c5f3f059,raw_evidence,resources,,,Foe op1020 or,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.png,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.png,"{""legacy_fact_id"": ""fact_7f1d5c72c3f3a783c5f3f059"", ""normalized_value"": {""numbers"": [20.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_9550171123ef7438574845f2,raw_evidence,resources,,,= dint ye) 01/953,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.tif,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.tif,"{""legacy_fact_id"": ""fact_9550171123ef7438574845f2"", ""normalized_value"": {""numbers"": [1.0, 953.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_9afcd1a8948b6bcf2c343392,raw_evidence,resources,,,2 ecrroainnnery on : o,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18.webp,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18.webp,"{""legacy_fact_id"": ""fact_9afcd1a8948b6bcf2c343392"", ""normalized_value"": {""numbers"": [2.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_ad52126119b9757140afe024,raw_evidence,resources,,,sovee noite oy) 05 7865,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_Of_Oil_2024-11-03_result.png,1,Legacy OCR evidence,Sources_Of_Oil_2024-11-03_result.png,"{""legacy_fact_id"": ""fact_ad52126119b9757140afe024"", ""normalized_value"": {""numbers"": [5.0, 7865.0], ""percentages"": []}, ""source_image_hash"": ""f223cc39a96466baf2bb075b2cb904762db86fedb30cdeb28aa55be83f00d859""}"
fact_b0229807b26e9781e78f8cbe,raw_evidence,resources,,,Bowe roo.2a0 Ra “ + “,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18.webp,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18.webp,"{""legacy_fact_id"": ""fact_b0229807b26e9781e78f8cbe"", ""normalized_value"": {""numbers"": [2.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_b1d9775da2d84c582d4f83d4,raw_evidence,resources,,,2 wrentcnoen m+ om,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.png,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.png,"{""legacy_fact_id"": ""fact_b1d9775da2d84c582d4f83d4"", ""normalized_value"": {""numbers"": [2.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_c5b11bfd6812a6c7c75ecd48,raw_evidence,resources,,,= dint ye) 01/953,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.png,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.png,"{""legacy_fact_id"": ""fact_c5b11bfd6812a6c7c75ecd48"", ""normalized_value"": {""numbers"": [1.0, 953.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_c5baed5d4302487eb0105cbf,raw_evidence,resources,,,Foe op1020 or,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.tif,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.tif,"{""legacy_fact_id"": ""fact_c5baed5d4302487eb0105cbf"", ""normalized_value"": {""numbers"": [20.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_d45c80c68b3ac5c7dc7ab71c,raw_evidence,resources,,,2 wrentcnoen m+ om,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.tif,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.tif,"{""legacy_fact_id"": ""fact_d45c80c68b3ac5c7dc7ab71c"", ""normalized_value"": {""numbers"": [2.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_dc3778f27440dac711e4ffc8,raw_evidence,resources,,,2 werreniorsoan m1 om,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_Of_Oil_2024-11-03_result.png,1,Legacy OCR evidence,Sources_Of_Oil_2024-11-03_result.png,"{""legacy_fact_id"": ""fact_dc3778f27440dac711e4ffc8"", ""normalized_value"": {""numbers"": [2.0], ""percentages"": []}, ""source_image_hash"": ""f223cc39a96466baf2bb075b2cb904762db86fedb30cdeb28aa55be83f00d859""}"
fact_dff347b0c5a96ca9a4d2c094,raw_evidence,resources,,,9] © Pras oom,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.tif,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.tif,"{""legacy_fact_id"": ""fact_dff347b0c5a96ca9a4d2c094"", ""normalized_value"": {""numbers"": [9.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_f2848eaf7eca8b5d65d02a03,raw_evidence,resources,,,mer Famean229 00 ou : ou,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18.webp,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18.webp,"{""legacy_fact_id"": ""fact_f2848eaf7eca8b5d65d02a03"", ""normalized_value"": {""numbers"": [29.0, 0.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_f515193e298ee4dc239b4111,raw_evidence,resources,,,1D anningaine soo a,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18.webp,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18.webp,"{""legacy_fact_id"": ""fact_f515193e298ee4dc239b4111"", ""normalized_value"": {""numbers"": [1.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
fact_f5b7ae3d1fcc28482ffb0091,raw_evidence,resources,,,5| orm oe,,,,,,,,,,,,,,,,,placeholder,low,cached_legacy_ocr,survival,,needs_review,True,True,Numeric evidence extracted without assigning an unverified game meaning.,Sources_of_Oil_2024-12-18_result.png,1,Legacy OCR evidence,Sources_of_Oil_2024-12-18_result.png,"{""legacy_fact_id"": ""fact_f5b7ae3d1fcc28482ffb0091"", ""normalized_value"": {""numbers"": [5.0], ""percentages"": []}, ""source_image_hash"": ""1b8bb2b1cc28d9def8822df3d7ce4b5eb24dc0dd59522f7d5d718ad6895dd7de""}"
